order_id,customer_id,city,gender,age,device_type,traffic_source,experiment_group,converted,order_value,num_items,session_time_min,delivery_time_days,customer_rating,discount_applied,payment_method,return_flag
ORD02066,CUST00687,Bengaluru,Male,30,Mobile,Social Media,B_Variant,0,2435,3,8.01,4.6,4.7,0,UPI,0
ORD02067,CUST00285,Hyderabad,Male,20,Mobile,Organic,B_Variant,0,2919,3,7.86,4.8,3.8,0,UPI,0
ORD02068,CUST00716,Delhi,Female,30,Desktop,Social Media,B_Variant,0,2346,1,5.81,5.2,2.8,0,Debit Card,0
ORD02069,CUST00763,Hyderabad,Male,45,Tablet,Social Media,A_Control,0,3121,4,9.55,3.4,4.8,1,UPI,0
ORD02070,CUST01251,Mumbai,Female,28,Mobile,Google Ads,B_Variant,0,4154,3,9.33,2.4,3.8,0,UPI,0
ORD02071,CUST00948,Chennai,Male,28,Mobile,Organic,A_Control,0,2749,2,3.28,3.6,3.1,0,COD,0
ORD02072,CUST02429,Chennai,Female,38,Desktop,Google Ads,B_Variant,0,2852,1,17.51,5.1,3.9,1,UPI,0
ORD02073,CUST02508,Mumbai,Female,38,Desktop,Organic,B_Variant,0,3389,2,5.95,3.3,5.0,1,UPI,0
ORD02074,CUST01031,Delhi,Female,24,Tablet,Organic,B_Variant,0,3809,5,9.91,7.5,4.0,0,Debit Card,0
ORD02075,CUST00029,Mumbai,Female,34,Mobile,Organic,A_Control,0,2768,1,10.3,5.0,3.9,0,UPI,0
ORD02076,CUST00907,Chennai,Female,31,Mobile,Email,A_Control,0,3290,1,6.17,4.5,3.8,0,Credit Card,0
ORD02077,CUST03105,Bengaluru,Female,50,Mobile,Google Ads,B_Variant,1,5516,1,7.65,3.4,4.4,0,Net Banking,0
ORD02078,CUST02927,Bengaluru,Male,28,Mobile,Referral,B_Variant,0,3676,6,1.67,5.7,4.0,1,COD,1
ORD02079,CUST02127,Mumbai,Male,30,Mobile,Organic,B_Variant,0,2957,4,10.92,2.5,4.1,0,UPI,0
ORD02080,CUST02995,Mumbai,Male,18,Mobile,Organic,A_Control,0,2704,5,10.13,4.8,3.6,0,UPI,0
ORD02081,CUST02507,Mumbai,Male,51,Mobile,Social Media,B_Variant,0,3337,6,11.45,3.6,3.5,0,Credit Card,1
ORD02082,CUST00570,Delhi,Male,26,Mobile,Email,B_Variant,1,2409,6,12.46,4.5,4.1,1,UPI,0
ORD02083,CUST02007,Bengaluru,Male,30,Tablet,Organic,A_Control,0,3471,3,4.33,5.0,4.1,0,UPI,0
ORD02084,CUST01454,Hyderabad,Male,54,Mobile,Social Media,B_Variant,0,3708,3,10.66,2.6,3.9,1,Credit Card,0
ORD02085,CUST00738,Bengaluru,Male,47,Mobile,Email,A_Control,0,4791,5,12.44,1.8,3.8,0,UPI,0
ORD02086,CUST03357,Delhi,Male,58,Desktop,Email,B_Variant,0,2426,2,16.58,2.9,3.5,1,Net Banking,0
ORD02087,CUST00516,Hyderabad,Female,54,Desktop,Google Ads,A_Control,0,2137,1,16.33,5.6,3.6,0,UPI,0
ORD02088,CUST02001,Chennai,Male,24,Mobile,Email,B_Variant,0,3328,2,6.91,4.9,3.3,1,UPI,0
ORD02089,CUST03171,Hyderabad,Female,31,Desktop,Email,A_Control,0,3059,4,14.08,3.7,3.7,1,Net Banking,0
ORD02090,CUST02445,Bengaluru,Male,23,Desktop,Social Media,A_Control,0,3291,1,7.02,7.3,4.4,0,UPI,0
ORD02091,CUST00039,Delhi,Female,51,Desktop,Email,B_Variant,0,4026,4,14.53,6.2,4.6,0,Debit Card,0
ORD02092,CUST03343,Mumbai,Female,33,Desktop,Referral,A_Control,0,3363,5,12.46,5.9,4.6,1,UPI,0
ORD02093,CUST00887,Chennai,Female,54,Desktop,Organic,B_Variant,0,4585,1,17.05,3.2,3.5,0,Credit Card,0
ORD02094,CUST02845,Mumbai,Female,53,Mobile,Google Ads,A_Control,0,4270,1,7.82,5.8,3.7,1,Debit Card,0
ORD02095,CUST02205,Delhi,Male,23,Mobile,Organic,B_Variant,0,2456,1,9.48,4.8,2.7,0,Credit Card,0
ORD02096,CUST01099,Bengaluru,Female,25,Desktop,Google Ads,A_Control,1,3360,2,5.26,3.2,3.9,0,UPI,0
ORD02097,CUST02932,Bengaluru,Female,41,Mobile,Google Ads,B_Variant,1,3889,3,6.85,4.1,3.6,1,Debit Card,1
ORD02098,CUST01824,Bengaluru,Female,20,Tablet,Social Media,A_Control,0,2984,3,10.54,2.7,4.3,0,Credit Card,0
ORD02099,CUST03202,Mumbai,Female,21,Mobile,Organic,A_Control,0,4189,5,8.87,3.2,5.0,0,UPI,0
ORD02100,CUST01711,Delhi,Male,49,Mobile,Social Media,B_Variant,0,3449,1,3.09,2.6,3.6,0,COD,0
ORD02101,CUST00974,Bengaluru,Female,18,Tablet,Email,A_Control,0,2698,4,8.18,5.7,3.4,0,Net Banking,0
ORD02102,CUST03156,Hyderabad,Male,51,Mobile,Organic,B_Variant,0,3468,3,5.54,4.2,3.8,1,UPI,0
ORD02103,CUST03094,Chennai,Female,26,Tablet,Referral,A_Control,0,3563,4,5.28,2.9,3.4,1,Credit Card,0
ORD02104,CUST01563,Hyderabad,Male,29,Tablet,Google Ads,B_Variant,1,3311,2,3.44,5.1,4.7,0,UPI,0
ORD02105,CUST02897,Chennai,Female,27,Desktop,Email,B_Variant,0,2269,3,5.92,4.3,2.6,0,UPI,0
ORD02106,CUST03454,Bengaluru,Male,27,Mobile,Email,B_Variant,0,2660,1,11.34,5.9,3.7,0,UPI,0
ORD02107,CUST02796,Mumbai,Male,40,Desktop,Organic,A_Control,0,4206,1,14.62,4.5,4.6,0,Credit Card,0
ORD02108,CUST00989,Bengaluru,Female,23,Desktop,Google Ads,A_Control,0,2550,2,7.08,2.1,3.4,0,UPI,0
ORD02109,CUST00021,Bengaluru,Female,41,Desktop,Organic,A_Control,0,4198,3,16.98,3.6,4.6,1,Debit Card,0
ORD02110,CUST02351,Bengaluru,Female,41,Desktop,Email,B_Variant,0,3634,1,15.9,2.6,3.9,0,Credit Card,0
ORD02111,CUST00869,Bengaluru,Male,38,Tablet,Email,B_Variant,0,4388,5,6.26,5.1,4.9,0,Debit Card,0
ORD02112,CUST00084,Bengaluru,Male,59,Desktop,Organic,B_Variant,0,3492,6,23.99,5.9,4.3,0,Net Banking,0
ORD02113,CUST01683,Delhi,Female,48,Tablet,Social Media,B_Variant,0,3172,3,4.74,2.0,3.7,1,Debit Card,0
ORD02114,CUST01977,Bengaluru,Female,58,Mobile,Google Ads,A_Control,0,4770,1,6.42,4.1,4.7,0,Credit Card,0
ORD02115,CUST01411,Mumbai,Female,47,Mobile,Organic,A_Control,0,4302,4,8.61,6.0,4.1,1,COD,0
ORD02116,CUST01531,Chennai,Male,51,Mobile,Referral,A_Control,0,3841,1,12.08,2.0,3.0,1,UPI,1
ORD02117,CUST03329,Mumbai,Female,35,Mobile,Google Ads,B_Variant,0,3809,4,11.32,3.6,3.8,0,Credit Card,0
ORD02118,CUST00570,Mumbai,Male,29,Desktop,Referral,A_Control,0,3285,2,7.72,4.3,3.1,1,Credit Card,0
ORD02119,CUST00934,Delhi,Female,52,Mobile,Email,B_Variant,0,4379,1,5.63,5.9,3.3,1,Credit Card,0
ORD02120,CUST03234,Bengaluru,Male,24,Tablet,Referral,A_Control,0,2428,2,11.9,5.1,3.0,0,UPI,1
ORD02121,CUST01981,Delhi,Male,58,Mobile,Google Ads,A_Control,0,3072,2,5.81,5.4,5.0,0,UPI,0
ORD02122,CUST03235,Delhi,Female,57,Mobile,Google Ads,B_Variant,0,3103,4,7.83,5.2,3.8,0,UPI,0
ORD02123,CUST01856,Bengaluru,Female,42,Mobile,Google Ads,A_Control,0,2389,1,2.88,3.7,4.6,1,Net Banking,0
ORD02124,CUST03057,Delhi,Male,23,Mobile,Social Media,A_Control,0,3230,2,11.46,6.8,3.3,1,Debit Card,0
ORD02125,CUST00793,Hyderabad,Male,18,Mobile,Social Media,B_Variant,0,3258,1,2.26,3.3,4.2,1,UPI,0
ORD02126,CUST00792,Hyderabad,Male,33,Mobile,Google Ads,A_Control,0,3109,3,3.07,1.0,4.4,0,Credit Card,1
ORD02127,CUST01810,Bengaluru,Female,21,Desktop,Email,A_Control,1,3703,3,12.07,1.6,4.9,1,Net Banking,0
ORD02128,CUST01295,Delhi,Male,46,Mobile,Google Ads,B_Variant,0,3351,6,13.76,4.1,3.8,0,COD,0
ORD02129,CUST02540,Chennai,Male,55,Mobile,Google Ads,B_Variant,0,3158,4,7.13,3.8,4.3,0,UPI,0
ORD02130,CUST02256,Mumbai,Female,45,Desktop,Organic,A_Control,0,4792,4,23.77,3.5,3.7,0,Net Banking,0
ORD02131,CUST01608,Bengaluru,Female,39,Mobile,Google Ads,B_Variant,0,4855,1,10.72,4.5,4.5,0,COD,1
ORD02132,CUST01084,Delhi,Female,25,Mobile,Google Ads,B_Variant,0,2724,2,8.87,6.1,3.8,0,Credit Card,0
ORD02133,CUST02478,Hyderabad,Male,49,Mobile,Organic,A_Control,0,3840,3,6.88,5.0,3.2,0,COD,0
ORD02134,CUST00985,Mumbai,Female,50,Mobile,Email,B_Variant,0,4638,1,6.54,5.3,3.0,1,COD,1
ORD02135,CUST01681,Bengaluru,Female,30,Desktop,Email,B_Variant,0,4090,5,19.89,2.7,4.1,1,Debit Card,0
ORD02136,CUST03381,Chennai,Female,44,Mobile,Organic,A_Control,1,3383,4,8.7,3.5,3.5,1,Net Banking,0
ORD02137,CUST00520,Bengaluru,Female,35,Desktop,Social Media,B_Variant,0,4037,1,15.46,5.4,4.1,0,UPI,0
ORD02138,CUST00591,Mumbai,Male,35,Tablet,Social Media,B_Variant,0,2336,5,6.69,4.5,4.7,0,COD,1
ORD02139,CUST01051,Hyderabad,Female,30,Mobile,Organic,B_Variant,0,2058,1,4.99,5.0,4.7,0,Credit Card,0
ORD02140,CUST01710,Bengaluru,Male,39,Tablet,Social Media,B_Variant,0,4095,1,5.3,5.2,4.7,1,Credit Card,0
ORD02141,CUST02036,Bengaluru,Male,31,Mobile,Social Media,A_Control,0,2765,1,9.86,4.5,4.7,1,Net Banking,0
ORD02142,CUST02247,Mumbai,Male,28,Mobile,Social Media,A_Control,1,2216,3,10.64,6.7,4.1,0,Net Banking,0
ORD02143,CUST02435,Bengaluru,Male,56,Mobile,Social Media,B_Variant,0,2805,4,7.02,3.5,4.4,1,Debit Card,0
ORD02144,CUST00349,Delhi,Female,39,Mobile,Social Media,B_Variant,0,3140,1,6.7,3.1,4.1,0,UPI,0
ORD02145,CUST00960,Mumbai,Female,53,Desktop,Organic,A_Control,0,4200,4,11.6,1.7,4.2,0,Credit Card,0
ORD02146,CUST01964,Mumbai,Female,34,Mobile,Email,A_Control,0,3773,1,10.81,5.4,4.5,0,Net Banking,0
ORD02147,CUST00693,Chennai,Female,49,Desktop,Google Ads,B_Variant,0,3785,8,8.83,3.4,3.7,1,Credit Card,0
ORD02148,CUST01560,Mumbai,Male,31,Desktop,Email,B_Variant,0,2890,5,13.27,6.2,3.8,0,COD,0
ORD02149,CUST00378,Mumbai,Male,59,Mobile,Organic,A_Control,0,3889,4,9.08,4.7,4.3,0,Net Banking,0
ORD02150,CUST02947,Bengaluru,Female,46,Desktop,Google Ads,B_Variant,0,4607,3,15.16,3.8,4.2,1,Credit Card,0
ORD02151,CUST02964,Chennai,Female,23,Tablet,Social Media,A_Control,0,2903,1,4.5,2.7,4.6,0,Credit Card,0
ORD02152,CUST00527,Mumbai,Male,21,Mobile,Organic,A_Control,0,2524,1,5.01,5.6,3.8,0,UPI,0
ORD02153,CUST03225,Bengaluru,Female,28,Mobile,Email,A_Control,0,3830,2,11.38,4.2,5.0,1,Debit Card,1
ORD02154,CUST02782,Mumbai,Male,57,Mobile,Organic,B_Variant,1,2584,2,5.82,4.7,5.0,0,UPI,0
ORD02155,CUST02254,Mumbai,Male,27,Mobile,Social Media,B_Variant,0,3025,4,6.77,5.2,3.4,0,Debit Card,0
ORD02156,CUST02503,Mumbai,Male,45,Mobile,Organic,A_Control,0,3104,1,4.6,4.7,4.9,0,Net Banking,0
ORD02157,CUST03345,Chennai,Male,28,Mobile,Google Ads,A_Control,0,3361,3,4.35,3.0,3.6,0,Credit Card,0
ORD02158,CUST01260,Mumbai,Female,52,Desktop,Organic,B_Variant,0,3364,4,5.87,5.1,4.4,0,UPI,0
ORD02159,CUST01876,Mumbai,Female,32,Desktop,Social Media,A_Control,0,3520,2,8.18,5.5,5.0,1,Net Banking,1
ORD02160,CUST01764,Delhi,Male,25,Mobile,Social Media,B_Variant,0,2518,4,9.97,4.8,3.3,1,Credit Card,0
ORD02161,CUST00521,Chennai,Female,37,Mobile,Social Media,B_Variant,0,2640,2,6.42,5.2,3.4,1,UPI,0
ORD02162,CUST01702,Delhi,Female,38,Mobile,Referral,A_Control,1,3626,1,11.25,5.4,4.3,0,Debit Card,0
ORD02163,CUST01017,Delhi,Male,18,Mobile,Social Media,A_Control,0,2349,1,7.54,3.7,3.6,1,Debit Card,0
ORD02164,CUST03004,Mumbai,Male,46,Mobile,Referral,B_Variant,0,4611,2,12.06,3.6,2.8,0,UPI,0
ORD02165,CUST02774,Delhi,Female,41,Tablet,Google Ads,B_Variant,0,2290,1,14.64,7.6,4.4,1,Debit Card,0
ORD02166,CUST01014,Bengaluru,Female,47,Mobile,Google Ads,A_Control,0,4504,3,11.08,6.3,4.5,0,UPI,0
ORD02167,CUST02549,Bengaluru,Female,57,Mobile,Organic,B_Variant,0,4324,6,8.28,4.2,4.3,0,Net Banking,0
ORD02168,CUST00117,Delhi,Male,52,Mobile,Google Ads,A_Control,0,3420,6,10.1,5.3,3.9,0,COD,0
ORD02169,CUST02434,Delhi,Female,50,Desktop,Organic,A_Control,0,3881,2,11.56,2.9,5.0,0,UPI,0
ORD02170,CUST01368,Mumbai,Male,37,Desktop,Organic,B_Variant,1,3874,5,10.74,3.4,4.7,0,COD,1
ORD02171,CUST00584,Delhi,Male,33,Mobile,Social Media,B_Variant,0,3134,7,6.04,2.4,3.3,0,COD,0
ORD02172,CUST00395,Mumbai,Male,26,Mobile,Social Media,A_Control,0,3601,2,5.15,4.7,4.2,1,UPI,0
ORD02173,CUST01088,Chennai,Male,48,Mobile,Referral,A_Control,0,2978,6,5.97,4.7,4.4,0,UPI,0
ORD02174,CUST02769,Hyderabad,Male,34,Mobile,Email,B_Variant,0,2180,8,13.38,5.9,4.6,0,Debit Card,0
ORD02175,CUST00072,Hyderabad,Male,48,Tablet,Google Ads,B_Variant,0,3097,5,11.37,4.0,3.0,1,UPI,0
ORD02176,CUST00274,Hyderabad,Male,40,Desktop,Organic,B_Variant,0,3642,2,11.91,5.9,3.6,0,UPI,1
ORD02177,CUST02014,Bengaluru,Female,23,Desktop,Google Ads,A_Control,1,3279,3,14.01,5.3,3.6,0,UPI,0
ORD02178,CUST01344,Chennai,Male,47,Mobile,Google Ads,B_Variant,0,2275,2,2.32,8.0,4.1,0,UPI,0
ORD02179,CUST00338,Delhi,Male,24,Mobile,Organic,A_Control,1,3122,8,10.18,6.8,3.3,1,UPI,0
ORD02180,CUST01390,Bengaluru,Male,57,Desktop,Social Media,B_Variant,0,4277,1,8.19,6.5,5.0,0,Net Banking,0
ORD02181,CUST00607,Delhi,Male,59,Mobile,Google Ads,A_Control,0,3162,6,1.28,5.6,4.6,0,Net Banking,0
ORD02182,CUST00166,Bengaluru,Female,28,Tablet,Social Media,B_Variant,0,3510,1,10.3,3.0,4.2,1,Credit Card,0
ORD02183,CUST01568,Chennai,Male,51,Mobile,Social Media,B_Variant,1,2916,1,3.73,4.7,2.9,1,Credit Card,0
ORD02184,CUST02059,Delhi,Female,29,Mobile,Google Ads,B_Variant,0,3179,6,2.09,7.7,3.3,0,COD,0
ORD02185,CUST01325,Delhi,Male,44,Desktop,Organic,B_Variant,0,3638,5,13.85,5.1,4.1,0,COD,0
ORD02186,CUST00729,Hyderabad,Male,29,Mobile,Email,B_Variant,0,2432,2,4.98,3.1,4.4,1,Net Banking,0
ORD02187,CUST02849,Mumbai,Female,30,Mobile,Organic,B_Variant,0,3819,7,5.85,4.8,4.1,0,UPI,0
ORD02188,CUST02044,Bengaluru,Female,25,Mobile,Organic,B_Variant,0,3255,5,10.97,2.8,2.8,0,UPI,0
ORD02189,CUST00102,Hyderabad,Male,33,Desktop,Google Ads,B_Variant,0,3775,6,13.92,3.0,4.3,0,Net Banking,0
ORD02190,CUST03497,Bengaluru,Female,46,Mobile,Google Ads,B_Variant,0,5113,3,7.46,4.9,3.1,0,COD,0
ORD02191,CUST01416,Bengaluru,Male,52,Mobile,Google Ads,A_Control,0,3436,7,7.39,5.4,3.0,1,Net Banking,0
ORD02192,CUST00779,Mumbai,Female,46,Mobile,Email,A_Control,0,3065,5,9.04,3.1,4.7,0,Debit Card,0
ORD02193,CUST00214,Delhi,Female,48,Mobile,Google Ads,A_Control,0,4237,6,7.32,3.5,3.1,0,Credit Card,0
ORD02194,CUST01112,Hyderabad,Female,30,Tablet,Google Ads,A_Control,0,3155,2,8.34,2.2,4.1,0,UPI,0
ORD02195,CUST01577,Bengaluru,Female,29,Mobile,Google Ads,B_Variant,1,4006,3,6.49,4.1,4.4,0,UPI,0
ORD02196,CUST02449,Bengaluru,Male,19,Desktop,Email,A_Control,0,2732,5,6.94,1.4,3.8,0,UPI,0
ORD02197,CUST02636,Mumbai,Female,50,Mobile,Google Ads,A_Control,0,3821,3,8.94,3.9,4.2,0,Debit Card,0
ORD02198,CUST02937,Mumbai,Male,25,Desktop,Organic,A_Control,0,2768,5,12.24,4.4,3.8,1,Debit Card,0
ORD02199,CUST03118,Hyderabad,Male,58,Desktop,Social Media,A_Control,0,3583,7,10.45,1.7,3.9,0,UPI,1
ORD02200,CUST01696,Delhi,Male,57,Tablet,Organic,A_Control,0,2828,5,7.45,2.8,3.6,1,UPI,0
ORD02201,CUST00592,Bengaluru,Male,58,Mobile,Google Ads,B_Variant,1,4040,2,8.72,4.2,4.0,0,COD,0
ORD02202,CUST01334,Mumbai,Female,49,Mobile,Google Ads,B_Variant,0,3122,1,10.89,4.0,3.7,0,Credit Card,0
ORD02203,CUST01110,Chennai,Female,55,Desktop,Email,A_Control,0,3116,2,3.02,4.1,3.2,1,COD,1
ORD02204,CUST02140,Hyderabad,Female,45,Mobile,Referral,A_Control,0,3317,4,8.31,4.7,4.4,0,Debit Card,0
ORD02205,CUST02721,Bengaluru,Male,32,Mobile,Organic,B_Variant,1,3754,1,1.0,1.8,4.0,1,UPI,0
ORD02206,CUST00714,Mumbai,Male,40,Tablet,Google Ads,B_Variant,0,3704,1,7.19,5.4,3.4,0,UPI,0
ORD02207,CUST00936,Bengaluru,Female,41,Mobile,Google Ads,A_Control,0,4432,2,11.22,3.8,4.1,0,Debit Card,0
ORD02208,CUST01952,Chennai,Male,30,Tablet,Email,A_Control,1,1610,5,5.82,3.4,3.4,1,Debit Card,0
ORD02209,CUST00242,Delhi,Female,38,Mobile,Social Media,A_Control,0,4158,1,8.53,1.5,3.6,1,UPI,0
ORD02210,CUST02044,Hyderabad,Female,29,Desktop,Email,A_Control,0,2588,1,12.44,3.9,4.3,0,UPI,0
ORD02211,CUST00002,Bengaluru,Female,30,Mobile,Social Media,A_Control,0,3357,3,5.42,5.1,3.9,0,UPI,0
ORD02212,CUST02273,Hyderabad,Male,56,Mobile,Referral,B_Variant,0,3511,1,10.91,4.5,3.7,1,Net Banking,0
ORD02213,CUST02849,Bengaluru,Female,40,Tablet,Email,B_Variant,0,3748,1,4.86,4.6,4.7,0,UPI,0
ORD02214,CUST01769,Mumbai,Male,45,Mobile,Email,A_Control,0,3692,1,8.88,3.8,4.4,1,Debit Card,0
ORD02215,CUST01950,Delhi,Female,31,Desktop,Organic,B_Variant,0,3553,3,13.76,4.2,3.4,0,Net Banking,0
ORD02216,CUST02637,Mumbai,Male,34,Desktop,Organic,B_Variant,0,2742,1,14.7,2.6,4.7,0,Credit Card,1
ORD02217,CUST02164,Hyderabad,Male,41,Mobile,Organic,B_Variant,0,2865,6,8.47,4.3,4.4,0,UPI,0
ORD02218,CUST00918,Chennai,Male,51,Tablet,Organic,B_Variant,0,2933,1,5.2,3.6,4.2,1,UPI,0
ORD02219,CUST03175,Chennai,Female,39,Mobile,Social Media,B_Variant,0,3600,7,9.57,2.6,3.9,0,UPI,0
ORD02220,CUST02242,Delhi,Male,27,Desktop,Google Ads,A_Control,0,2546,4,13.46,5.4,3.7,0,UPI,0
ORD02221,CUST03238,Mumbai,Male,25,Mobile,Social Media,A_Control,0,2670,5,6.98,1.9,3.5,0,UPI,1
ORD02222,CUST02919,Chennai,Male,38,Desktop,Organic,B_Variant,0,2087,1,17.31,5.1,2.9,0,Credit Card,0
ORD02223,CUST00090,Bengaluru,Female,54,Desktop,Social Media,A_Control,0,3754,4,16.02,5.2,4.2,1,UPI,0
ORD02224,CUST01710,Mumbai,Female,24,Mobile,Google Ads,B_Variant,0,2440,5,8.42,3.5,4.1,0,UPI,0
ORD02225,CUST02170,Bengaluru,Female,43,Desktop,Organic,B_Variant,0,3603,3,17.46,5.8,4.1,1,Net Banking,0
ORD02226,CUST00143,Mumbai,Female,30,Mobile,Google Ads,A_Control,0,4356,3,9.66,3.5,4.0,0,Credit Card,0
ORD02227,CUST03042,Delhi,Male,33,Mobile,Email,B_Variant,0,3390,1,9.64,3.4,4.6,0,COD,1
ORD02228,CUST00106,Delhi,Male,47,Mobile,Organic,B_Variant,0,4091,2,7.0,2.5,4.8,0,UPI,0
ORD02229,CUST00887,Mumbai,Female,48,Mobile,Google Ads,A_Control,0,3280,1,11.06,4.3,3.4,0,UPI,0
ORD02230,CUST00428,Hyderabad,Male,22,Mobile,Google Ads,A_Control,0,1331,7,6.93,2.9,4.1,0,Debit Card,0
ORD02231,CUST01329,Mumbai,Male,49,Mobile,Social Media,B_Variant,0,3765,4,2.81,3.1,4.1,1,Credit Card,0
ORD02232,CUST01896,Mumbai,Male,33,Mobile,Google Ads,A_Control,0,4287,1,7.36,4.2,4.5,1,COD,1
ORD02233,CUST01995,Mumbai,Male,26,Mobile,Referral,A_Control,0,2709,3,9.36,4.3,5.0,0,Net Banking,1
ORD02234,CUST00317,Chennai,Male,39,Mobile,Organic,A_Control,0,2786,3,3.18,6.2,5.0,1,Credit Card,0
ORD02235,CUST01987,Delhi,Male,57,Desktop,Google Ads,B_Variant,0,2633,1,8.29,5.7,4.2,0,Credit Card,0
ORD02236,CUST00635,Bengaluru,Male,54,Desktop,Social Media,B_Variant,0,4017,4,6.68,5.1,4.3,1,Net Banking,0
ORD02237,CUST01926,Mumbai,Male,31,Mobile,Google Ads,B_Variant,0,3050,1,10.36,4.1,3.9,0,Net Banking,0
ORD02238,CUST02057,Mumbai,Male,33,Desktop,Email,A_Control,0,1919,2,6.15,3.7,5.0,1,UPI,0
ORD02239,CUST02822,Delhi,Male,37,Desktop,Organic,B_Variant,0,2453,3,13.23,4.3,3.3,1,Debit Card,0
ORD02240,CUST03145,Chennai,Male,32,Desktop,Referral,A_Control,0,1880,2,10.64,3.5,4.2,0,Debit Card,1
ORD02241,CUST03431,Hyderabad,Female,43,Mobile,Social Media,A_Control,0,2377,2,9.52,3.2,3.7,0,Net Banking,0
ORD02242,CUST02271,Mumbai,Male,26,Mobile,Email,A_Control,0,2565,5,12.66,4.2,3.3,1,Net Banking,0
ORD02243,CUST01440,Bengaluru,Female,18,Desktop,Google Ads,A_Control,0,3705,2,17.19,3.0,5.0,0,UPI,0
ORD02244,CUST00553,Hyderabad,Female,52,Desktop,Organic,A_Control,0,3170,4,11.27,3.1,2.9,0,Net Banking,1
ORD02245,CUST03442,Delhi,Female,37,Mobile,Social Media,A_Control,0,4064,5,6.98,5.7,2.5,0,COD,0
ORD02246,CUST00716,Chennai,Male,23,Mobile,Social Media,A_Control,0,2107,1,8.23,2.2,4.1,1,UPI,0
ORD02247,CUST01288,Mumbai,Male,59,Desktop,Google Ads,B_Variant,0,4021,1,7.37,2.7,3.9,0,Credit Card,0
ORD02248,CUST01714,Hyderabad,Male,27,Desktop,Organic,A_Control,0,2923,5,15.53,6.2,4.2,0,Credit Card,0
ORD02249,CUST01884,Chennai,Female,50,Desktop,Google Ads,B_Variant,0,4220,3,6.3,3.7,3.7,0,Credit Card,0
ORD02250,CUST03390,Hyderabad,Male,33,Mobile,Social Media,B_Variant,0,2345,5,4.54,6.4,4.3,1,Debit Card,0
ORD02251,CUST01108,Chennai,Female,53,Mobile,Organic,A_Control,0,3640,1,11.76,2.5,3.5,0,UPI,0
ORD02252,CUST01342,Delhi,Female,23,Mobile,Organic,B_Variant,0,2457,5,5.42,4.4,4.3,0,Net Banking,0
ORD02253,CUST00111,Hyderabad,Male,36,Mobile,Google Ads,A_Control,0,3883,1,9.99,5.5,4.5,0,UPI,0
ORD02254,CUST00251,Delhi,Male,48,Mobile,Organic,A_Control,0,2726,5,5.96,2.9,4.7,0,Credit Card,0
ORD02255,CUST02431,Delhi,Female,19,Desktop,Google Ads,A_Control,0,3155,5,12.41,6.8,4.6,1,UPI,0
ORD02256,CUST02055,Chennai,Male,35,Mobile,Referral,B_Variant,0,3561,3,9.82,3.7,3.6,0,Debit Card,0
ORD02257,CUST00459,Chennai,Male,59,Desktop,Google Ads,B_Variant,0,2507,3,11.95,5.1,4.1,0,Credit Card,0
ORD02258,CUST01108,Hyderabad,Female,45,Mobile,Referral,B_Variant,0,3732,2,9.28,3.3,4.2,1,COD,0
ORD02259,CUST00208,Mumbai,Male,21,Mobile,Organic,A_Control,0,2279,1,9.5,6.5,4.4,0,Net Banking,0
ORD02260,CUST00900,Chennai,Female,18,Mobile,Organic,A_Control,0,3897,2,9.64,4.8,2.9,0,UPI,1
ORD02261,CUST03462,Chennai,Female,59,Mobile,Google Ads,B_Variant,0,2390,4,7.2,7.4,4.2,1,Credit Card,0
ORD02262,CUST03386,Mumbai,Female,33,Desktop,Social Media,B_Variant,0,2565,8,7.62,6.1,4.5,1,UPI,0
ORD02263,CUST00022,Delhi,Male,19,Mobile,Social Media,B_Variant,0,1952,5,5.23,5.6,4.9,1,Debit Card,0
ORD02264,CUST00410,Delhi,Male,53,Mobile,Organic,A_Control,0,2821,2,1.0,2.9,4.5,0,Credit Card,0
ORD02265,CUST00895,Delhi,Female,18,Mobile,Google Ads,A_Control,0,3213,4,10.12,4.4,3.9,0,UPI,0
ORD02266,CUST00515,Hyderabad,Male,56,Mobile,Referral,A_Control,0,4430,1,8.5,3.8,3.8,0,Debit Card,0
ORD02267,CUST03199,Bengaluru,Male,40,Desktop,Referral,B_Variant,0,4343,2,9.67,4.3,3.7,0,UPI,0
ORD02268,CUST00809,Chennai,Male,43,Mobile,Organic,A_Control,0,2965,2,3.59,4.5,4.8,0,UPI,0
ORD02269,CUST00874,Hyderabad,Male,28,Desktop,Social Media,A_Control,0,2656,8,8.75,2.9,3.3,0,COD,0
ORD02270,CUST00014,Delhi,Male,59,Desktop,Organic,B_Variant,0,3261,2,9.37,4.1,2.7,1,UPI,0
ORD02271,CUST00971,Chennai,Female,18,Mobile,Organic,A_Control,0,2735,1,12.95,4.2,4.2,0,Credit Card,0
ORD02272,CUST03026,Delhi,Male,28,Mobile,Google Ads,B_Variant,0,2725,1,7.58,2.8,3.9,1,Net Banking,0
ORD02273,CUST03062,Hyderabad,Male,41,Desktop,Organic,B_Variant,0,3089,4,19.09,5.5,4.1,0,COD,0
ORD02274,CUST03084,Mumbai,Female,27,Desktop,Email,A_Control,0,2880,2,6.49,4.6,4.2,0,Credit Card,0
ORD02275,CUST02135,Hyderabad,Female,31,Mobile,Google Ads,B_Variant,0,2304,5,14.54,5.5,3.3,0,UPI,0
